Group,Realm,Date,Success,Year,Month
Offer & Acquisition,Wellpass,31-07-2026,Success,2026,7
Offer & Acquisition,Wellpass,31-07-2026,Success,2026,7
Offer & Acquisition,Wellpass,05-08-2026,Success,2026,8
Offer & Acquisition,Wellpass,07-08-2026,Success,2026,8
Offer & Acquisition,Wellpass,13-08-2026,Success,2026,8
Offer & Acquisition,Wellpass,27-08-2026,Success,2026,8
Company Growth,Wellpass,05-02-2024,Success,2024,2
Company Growth,Wellpass,27-02-2024,Success,2024,2
Company Growth,Wellpass,10-04-2024,Success,2024,4
Company Growth,Wellpass,11-04-2024,Success,2024,4
Company Growth,Wellpass,28-06-2024,Success,2024,6
Company Growth,Wellpass,09-07-2024,Success,2024,7
Company Growth,Wellpass,30-07-2024,Success,2024,7
Company Growth,Wellpass,14-11-2024,Success,2024,11
Company Growth,Wellpass,10-12-2024,Success,2024,12
Company Growth,Wellpass,13-01-2025,Success,2025,1
Company Growth,Wellpass,13-01-2025,Success,2025,1
Company Growth,Wellpass,03-03-2025,Success,2025,3
Company Growth,Wellpass,14-03-2025,Success,2025,3
Company Growth,Wellpass,08-04-2025,Success,2025,4
Company Growth,Wellpass,08-04-2025,Success,2025,4
Company Growth,Wellpass,17-04-2025,Success,2025,4
Company Growth,Wellpass,06-05-2025,Success,2025,5
Partner Experience,Wellpass,30-01-2024,Success,2024,1
Partner Experience,Wellpass,03-07-2024,Success,2024,7
Partner Experience,Wellpass,03-07-2024,Success,2024,7
Partner Experience,Wellpass,23-08-2024,Success,2024,8
Partner Experience,Wellpass,23-08-2024,Success,2024,8
Partner Experience,Wellpass,13-09-2024,Success,2024,9
Partner Experience,Wellpass,16-09-2024,Success,2024,9
Partner Experience,Wellpass,16-09-2024,Success,2024,9
Partner Experience,Wellpass,17-09-2024,Success,2024,9
Partner Experience,Wellpass,24-09-2024,Success,2024,9
Partner Experience,Wellpass,26-09-2024,Success,2024,9
Partner Experience,Wellpass,26-09-2024,Success,2024,9
Partner Experience,Wellpass,11-10-2024,Success,2024,10
Partner Experience,Wellpass,08-11-2024,Success,2024,11
Partner Experience,Wellpass,28-11-2024,Success,2024,11
Partner Experience,Wellpass,13-12-2024,Success,2024,12
Partner Experience,Wellpass,30-01-2025,Success,2025,1
Partner Experience,Wellpass,04-02-2025,Success,2025,2
Partner Experience,Wellpass,12-02-2025,Success,2025,2
Partner Experience,Wellpass,19-02-2025,Success,2025,2
Partner Experience,Wellpass,17-03-2025,Success,2025,3
Partner Experience,Wellpass,28-03-2025,Success,2025,3
Partner Experience,Wellpass,18-04-2025,Success,2025,4
Partner Experience,Wellpass,18-04-2025,Success,2025,4
Partner Experience,Wellpass,09-05-2025,Success,2025,5
Partner Experience,Wellpass,13-05-2025,Success,2025,5
Partner Experience,Wellpass,28-07-2025,Success,2025,7
Partner Experience,Wellpass,04-08-2025,Success,2025,8
Partner Experience,Wellpass,08-10-2025,Success,2025,10
Partner Experience,Wellpass,24-11-2025,Success,2025,11
Partner Experience,Wellpass,28-01-2026,Success,2026,1
Partner Experience,Wellpass,25-02-2026,Success,2026,2
Partner Experience,Wellpass,10-03-2026,Success,2026,3
Partner Experience,Wellpass,16-03-2026,Success,2026,3
Partner Experience,Wellpass,31-03-2026,Success,2026,3
Partner Experience,Wellpass,10-04-2026,Success,2026,4
Partner Experience,Wellpass,13-04-2026,Success,2026,4
Partner Experience,Wellpass,14-04-2026,Success,2026,4
Partner Experience,Wellpass,14-04-2026,Success,2026,4
Partner Experience,Wellpass,14-04-2026,Success,2026,4
Partner Experience,Wellpass,16-04-2026,Success,2026,4
Partner Experience,Wellpass,21-04-2026,Success,2026,4
Company Growth,Wellpass,08-01-2024,Success,2024,1
Company Growth,Wellpass,11-01-2024,Success,2024,1
Company Growth,Wellpass,16-01-2024,Success,2024,1
Company Growth,Wellpass,23-01-2024,Success,2024,1
Company Growth,Wellpass,24-01-2024,Success,2024,1
Company Growth,Wellpass,25-01-2024,Success,2024,1
Company Growth,Wellpass,31-01-2024,Success,2024,1
Company Growth,Wellpass,02-02-2024,Success,2024,2
Company Growth,Wellpass,05-02-2024,Success,2024,2
Company Growth,Wellpass,09-02-2024,Success,2024,2
Company Growth,Wellpass,29-02-2024,Success,2024,2
Company Growth,Wellpass,01-03-2024,Success,2024,3
Company Growth,Wellpass,05-03-2024,Success,2024,3
Company Growth,Wellpass,05-03-2024,Success,2024,3
Company Growth,Wellpass,11-03-2024,Success,2024,3
Company Growth,Wellpass,11-03-2024,Success,2024,3
Company Growth,Wellpass,18-03-2024,Success,2024,3
Company Growth,Wellpass,25-03-2024,Success,2024,3
Company Growth,Wellpass,29-04-2024,Success,2024,4
Company Growth,Wellpass,19-06-2024,Success,2024,6
Company Growth,Wellpass,22-07-2024,Success,2024,7
Company Growth,Wellpass,25-07-2024,Success,2024,7
Company Growth,Wellpass,30-07-2024,Success,2024,7
Company Growth,Wellpass,08-08-2024,Success,2024,8
Company Growth,Wellpass,16-09-2024,Success,2024,9
Company Growth,Wellpass,17-09-2024,Success,2024,9
Company Growth,Wellpass,18-09-2024,Success,2024,9
Company Growth,Wellpass,26-09-2024,Success,2024,9
Company Growth,Wellpass,07-10-2024,Success,2024,10
Company Growth,Wellpass,08-10-2024,Success,2024,10
Company Growth,Wellpass,09-10-2024,Success,2024,10
Company Growth,Wellpass,15-10-2024,Success,2024,10
Company Growth,Wellpass,23-10-2024,Success,2024,10
Company Growth,Wellpass,28-10-2024,Success,2024,10
Company Growth,Wellpass,05-11-2024,Success,2024,11
Company Growth,Wellpass,13-11-2024,Success,2024,11
Company Growth,Wellpass,15-11-2024,Success,2024,11
Company Growth,Wellpass,19-11-2024,Success,2024,11
Company Growth,Wellpass,21-11-2024,Success,2024,11
Company Growth,Wellpass,29-11-2024,Success,2024,11
Company Growth,Wellpass,04-12-2024,Success,2024,12
Company Growth,Wellpass,13-12-2024,Success,2024,12
Company Growth,Wellpass,16-12-2024,Success,2024,12
Company Growth,Wellpass,20-12-2024,Success,2024,12
Company Growth,Wellpass,02-01-2025,Success,2025,1
Company Growth,Wellpass,06-01-2025,Success,2025,1
Company Growth,Wellpass,09-01-2025,Success,2025,1
Company Growth,Wellpass,27-01-2025,Success,2025,1
Company Growth,Wellpass,28-01-2025,Success,2025,1
Company Growth,Wellpass,05-02-2025,Success,2025,2
Company Growth,Wellpass,05-02-2025,Success,2025,2
Company Growth,Wellpass,10-02-2025,Success,2025,2
Company Growth,Wellpass,12-02-2025,Success,2025,2
Company Growth,Wellpass,17-02-2025,Success,2025,2
Company Growth,Wellpass,24-02-2025,Success,2025,2
Company Growth,Wellpass,25-02-2025,Success,2025,2
Company Growth,Wellpass,06-03-2025,Success,2025,3
Company Growth,Wellpass,11-03-2025,Success,2025,3
Company Growth,Wellpass,11-03-2025,Success,2025,3
Company Growth,Wellpass,17-03-2025,Success,2025,3
Company Growth,Wellpass,18-03-2025,Success,2025,3
Company Growth,Wellpass,19-03-2025,Success,2025,3
Company Growth,Wellpass,20-03-2025,Success,2025,3
Company Growth,Wellpass,20-03-2025,Success,2025,3
Company Growth,Wellpass,27-03-2025,Success,2025,3
Company Growth,Wellpass,27-03-2025,Success,2025,3
Company Growth,Wellpass,28-03-2025,Success,2025,3
Company Growth,Wellpass,07-04-2025,Success,2025,4
Company Growth,Wellpass,09-04-2025,Success,2025,4
Company Growth,Wellpass,14-04-2025,Success,2025,4
Company Growth,Wellpass,14-04-2025,Success,2025,4
Company Growth,Wellpass,23-04-2025,Success,2025,4
Company Growth,Wellpass,28-04-2025,Success,2025,4
Company Growth,Wellpass,05-05-2025,Success,2025,5
Company Growth,Wellpass,08-05-2025,Success,2025,5
Company Growth,Wellpass,12-05-2025,Success,2025,5
Company Growth,Wellpass,13-05-2025,Success,2025,5
Company Growth,Wellpass,16-05-2025,Success,2025,5
Company Growth,Wellpass,19-05-2025,Success,2025,5
Company Growth,Wellpass,22-05-2025,Success,2025,5
Company Growth,Wellpass,26-05-2025,Success,2025,5
Company Growth,Wellpass,27-05-2025,Success,2025,5
Company Growth,Wellpass,30-05-2025,Success,2025,5
Company Growth,Wellpass,02-06-2025,Success,2025,6
Company Growth,Wellpass,04-06-2025,Success,2025,6
Company Growth,Wellpass,18-06-2025,Success,2025,6
Company Growth,Wellpass,25-06-2025,Success,2025,6
Company Growth,Wellpass,26-06-2025,Success,2025,6
Company Growth,Wellpass,27-06-2025,Success,2025,6
Company Growth,Wellpass,10-07-2025,Success,2025,7
Company Growth,Wellpass,10-07-2025,Success,2025,7
Company Growth,Wellpass,22-07-2025,Success,2025,7
Company Growth,Wellpass,23-07-2025,Success,2025,7
Company Growth,Wellpass,23-07-2025,Success,2025,7
Company Growth,Wellpass,25-07-2025,Success,2025,7
Company Growth,Wellpass,04-08-2025,Success,2025,8
Company Growth,Wellpass,05-08-2025,Success,2025,8
Company Growth,Wellpass,05-08-2025,Success,2025,8
Company Growth,Wellpass,12-08-2025,Success,2025,8
Company Growth,Wellpass,18-08-2025,Success,2025,8
Company Growth,Wellpass,02-09-2025,Success,2025,9
Company Growth,Wellpass,08-09-2025,Success,2025,9
Company Growth,Wellpass,08-09-2025,Success,2025,9
Company Growth,Wellpass,09-09-2025,Success,2025,9
Company Growth,Wellpass,16-09-2025,Success,2025,9
Company Growth,Wellpass,18-09-2025,Success,2025,9
Company Growth,Wellpass,25-09-2025,Success,2025,9
Company Growth,Wellpass,06-10-2025,Success,2025,10
Company Growth,Wellpass,15-10-2025,Success,2025,10
Company Growth,Wellpass,16-10-2025,Success,2025,10
Company Growth,Wellpass,28-10-2025,Success,2025,10
Company Growth,Wellpass,07-11-2025,Success,2025,11
Company Growth,Wellpass,13-11-2025,Success,2025,11
Company Growth,Wellpass,11-12-2025,Success,2025,12
Company Growth,Wellpass,17-12-2025,Success,2025,12
Company Growth,Wellpass,06-01-2026,Success,2026,1
Company Growth,Wellpass,20-01-2026,Success,2026,1
Company Growth,Wellpass,22-01-2026,Success,2026,1
Company Growth,Wellpass,26-01-2026,Success,2026,1
Company Growth,Wellpass,03-02-2026,Success,2026,2
Company Growth,Wellpass,03-02-2026,Success,2026,2
Company Growth,Wellpass,06-02-2026,Success,2026,2
Company Growth,Wellpass,09-02-2026,Success,2026,2
Company Growth,Wellpass,10-02-2026,Success,2026,2
Company Growth,Wellpass,12-02-2026,Success,2026,2
Company Growth,Wellpass,13-02-2026,Success,2026,2
Company Growth,Wellpass,18-02-2026,Success,2026,2
Company Growth,Wellpass,18-02-2026,Success,2026,2
Company Growth,Wellpass,06-03-2026,Success,2026,3
Company Growth,Wellpass,31-03-2026,Success,2026,3
Company Growth,Wellpass,31-03-2026,Success,2026,3
Company Growth,Wellpass,08-04-2026,Success,2026,4
Company Growth,Wellpass,14-04-2026,Success,2026,4
Company Growth,Wellpass,24-04-2026,Success,2026,4
Company Growth,Wellpass,07-05-2026,Success,2026,5
Company Growth,Wellpass,07-05-2026,Success,2026,5
Company Growth,Wellpass,07-05-2026,Success,2026,5
Company Growth,Wellpass,20-05-2026,Success,2026,5
Company Growth,Wellpass,20-05-2026,Success,2026,5
Company Growth,Wellpass,22-05-2026,Success,2026,5
Company Growth,Wellpass,01-06-2026,Success,2026,6
Company Growth,Wellpass,01-06-2026,Success,2026,6
Company Growth,Wellpass,23-06-2026,Success,2026,6
Company Growth,Wellpass,30-06-2026,Success,2026,6
Company Growth,Wellpass,30-06-2026,Success,2026,6
Company Growth,Wellpass,02-07-2026,Success,2026,7
Company Growth,Wellpass,07-07-2026,Success,2026,7
Company Growth,Wellpass,08-07-2026,Failure,2026,7
Company Growth,Wellpass,08-07-2026,Success,2026,7
Company Growth,Wellpass,09-07-2026,Success,2026,7
Company Growth,Wellpass,09-07-2026,Success,2026,7
Company Growth,Wellpass,27-07-2026,Success,2026,7
Company Growth,Wellpass,27-07-2026,Success,2026,7
Company Growth,Wellpass,27-07-2026,Success,2026,7
Company Growth,Wellpass,04-08-2026,Success,2026,8
Company Growth,Wellpass,10-08-2026,Success,2026,8
Company Growth,Wellpass,18-08-2026,Success,2026,8
Company Growth,Wellpass,25-08-2026,Success,2026,8
Company Growth,Wellpass,28-08-2026,Success,2026,8
Company Growth,Wellpass,28-08-2026,Success,2026,8
Digital-Operations,Core,19-08-2024,Success,2024,8
Digital-Operations,Core,22-08-2024,Success,2024,8
Digital-Operations,Core,22-08-2024,Success,2024,8
Digital-Operations,Core,31-03-2025,Success,2025,3
Digital-Operations,Core,06-06-2025,Success,2025,6
Digital-Operations,Core,20-11-2025,Success,2025,11
Digital-Operations,Core,20-11-2025,Success,2025,11
Digital-Operations,Core,27-11-2025,Success,2025,11
Digital-Operations,Core,02-01-2026,Success,2026,1
Digital-Operations,Core,19-01-2026,Success,2026,1
Digital-Operations,Core,09-02-2026,Success,2026,2
Digital-Operations,Core,09-02-2026,Success,2026,2
Digital-Operations,Core,10-02-2026,Success,2026,2
Digital-Operations,Core,13-02-2026,Success,2026,2
Digital-Operations,Core,17-02-2026,Success,2026,2
Digital-Operations,Core,19-02-2026,Success,2026,2
Digital-Operations,Core,12-03-2026,Success,2026,3
Digital-Operations,Core,29-06-2026,Success,2026,6
Digital-Operations,Core,03-08-2026,Success,2026,8
Digital-Operations,Core,04-08-2026,Success,2026,8
Digital-Operations,Core,05-08-2026,Success,2026,8
Digital-Operations,Core,28-08-2026,Success,2026,8
MSW BE,Machines Realm II - MSW & FH,29-01-2024,Success,2024,1
MSW BE,Machines Realm II - MSW & FH,13-05-2024,Success,2024,5
MSW BE,Machines Realm II - MSW & FH,13-05-2024,Success,2024,5
MSW BE,Machines Realm II - MSW & FH,13-05-2024,Success,2024,5
MSW BE,Machines Realm II - MSW & FH,13-05-2024,Success,2024,5
MSW BE,Machines Realm II - MSW & FH,10-07-2024,Success,2024,7
MSW BE,Machines Realm II - MSW & FH,23-07-2024,Success,2024,7
MSW BE,Machines Realm II - MSW & FH,14-08-2024,Success,2024,8
MSW BE,Machines Realm II - MSW & FH,14-08-2024,Success,2024,8
MSW BE,Machines Realm II - MSW & FH,19-08-2024,Success,2024,8
MSW BE,Machines Realm II - MSW & FH,29-08-2024,Success,2024,8
MSW BE,Machines Realm II - MSW & FH,20-09-2024,Success,2024,9
MSW BE,Machines Realm II - MSW & FH,24-10-2024,Success,2024,10
MSW BE,Machines Realm II - MSW & FH,07-01-2025,Success,2025,1
MSW BE,Machines Realm II - MSW & FH,18-03-2025,Success,2025,3
MSW BE,Machines Realm II - MSW & FH,27-03-2025,Success,2025,3
MSW BE,Machines Realm II - MSW & FH,02-04-2025,Success,2025,4
MSW BE,Machines Realm II - MSW & FH,14-05-2025,Success,2025,5
MSW BE,Machines Realm II - MSW & FH,10-06-2025,Success,2025,6
MSW BE,Machines Realm II - MSW & FH,10-06-2025,Success,2025,6
MSW BE,Machines Realm II - MSW & FH,12-06-2025,Success,2025,6
MSW BE,Machines Realm II - MSW & FH,01-07-2025,Success,2025,7
MSW BE,Machines Realm II - MSW & FH,27-08-2025,Success,2025,8
MSW BE,Machines Realm II - MSW & FH,31-12-2025,Success,2025,12
MSW BE,Machines Realm II - MSW & FH,02-01-2026,Success,2026,1
MSW BE,Machines Realm II - MSW & FH,17-02-2026,Success,2026,2
MSW BE,Machines Realm II - MSW & FH,09-03-2026,Success,2026,3
MSW BE,Machines Realm II - MSW & FH,10-03-2026,Success,2026,3
MSW BE,Machines Realm II - MSW & FH,10-03-2026,Success,2026,3
MSW BE,Machines Realm II - MSW & FH,30-03-2026,Success,2026,3
MSW BE,Machines Realm II - MSW & FH,31-03-2026,Success,2026,3
MSW BE,Machines Realm II - MSW & FH,31-03-2026,Success,2026,3
MSW BE,Machines Realm II - MSW & FH,04-05-2026,Success,2026,5
MSW BE,Machines Realm II - MSW & FH,11-06-2026,Success,2026,6
MSW BE,Machines Realm II - MSW & FH,12-06-2026,Success,2026,6
MSW BE,Machines Realm II - MSW & FH,29-06-2026,Success,2026,6
MSW BE,Machines Realm II - MSW & FH,10-07-2026,Success,2026,7
MSW BE,Machines Realm II - MSW & FH,28-07-2026,Success,2026,7
MSW BE,Machines Realm II - MSW & FH,05-08-2026,Success,2026,8
MSW BE,Machines Realm II - MSW & FH,05-08-2026,Success,2026,8
Unassigned,Unassigned,08-04-2024,Success,2024,4
Unassigned,Unassigned,08-04-2024,Success,2024,4
Unassigned,Unassigned,08-04-2024,Success,2024,4
Unassigned,Unassigned,15-04-2024,Success,2024,4
Unassigned,Unassigned,15-04-2024,Success,2024,4
Unassigned,Unassigned,15-04-2024,Success,2024,4
Unassigned,Unassigned,15-04-2024,Success,2024,4
Unassigned,Unassigned,15-04-2024,Success,2024,4
Unassigned,Unassigned,15-04-2024,Success,2024,4
Unassigned,Unassigned,15-04-2024,Success,2024,4
Unassigned,Unassigned,15-04-2024,Success,2024,4
Unassigned,Unassigned,15-04-2024,Success,2024,4
Unassigned,Unassigned,04-07-2024,Success,2024,7
Unassigned,Unassigned,04-07-2024,Success,2024,7
Unassigned,Unassigned,04-07-2024,Success,2024,7
Unassigned,Unassigned,04-07-2024,Success,2024,7
Unassigned,Unassigned,04-07-2024,Success,2024,7
Unassigned,Unassigned,04-07-2024,Success,2024,7
Unassigned,Unassigned,04-07-2024,Success,2024,7
Unassigned,Unassigned,07-08-2024,Success,2024,8
Unassigned,Unassigned,07-08-2024,Success,2024,8
Unassigned,Unassigned,07-08-2024,Success,2024,8
Unassigned,Unassigned,07-08-2024,Success,2024,8
Unassigned,Unassigned,07-08-2024,Success,2024,8
Unassigned,Unassigned,07-08-2024,Success,2024,8
Unassigned,Unassigned,07-08-2024,Success,2024,8
Unassigned,Unassigned,26-09-2024,Failure,2024,9
Unassigned,Unassigned,26-09-2024,Success,2024,9
Unassigned,Unassigned,05-12-2024,Success,2024,12
Unassigned,Unassigned,05-12-2024,Success,2024,12
Unassigned,Unassigned,05-12-2024,Success,2024,12
Unassigned,Unassigned,11-02-2025,Success,2025,2
Unassigned,Unassigned,11-02-2025,Success,2025,2
Unassigned,Unassigned,11-02-2025,Success,2025,2
Unassigned,Unassigned,11-02-2025,Success,2025,2
Unassigned,Unassigned,11-02-2025,Success,2025,2
Unassigned,Unassigned,11-02-2025,Success,2025,2
Unassigned,Unassigned,11-02-2025,Success,2025,2
Unassigned,Unassigned,12-02-2025,Success,2025,2
Unassigned,Unassigned,12-02-2025,Success,2025,2
Unassigned,Unassigned,12-02-2025,Success,2025,2
Unassigned,Unassigned,12-02-2025,Success,2025,2
Unassigned,Unassigned,12-02-2025,Success,2025,2
Unassigned,Unassigned,12-02-2025,Success,2025,2
Unassigned,Unassigned,12-02-2025,Success,2025,2
Unassigned,Unassigned,27-02-2025,Success,2025,2
Unassigned,Unassigned,27-02-2025,Success,2025,2
Unassigned,Unassigned,27-02-2025,Success,2025,2
Unassigned,Unassigned,27-02-2025,Success,2025,2
Unassigned,Unassigned,27-02-2025,Success,2025,2
Unassigned,Unassigned,27-02-2025,Success,2025,2
Unassigned,Unassigned,27-02-2025,Success,2025,2
Unassigned,Unassigned,25-03-2025,Success,2025,3
Unassigned,Unassigned,25-03-2025,Success,2025,3
Unassigned,Unassigned,25-03-2025,Success,2025,3
Unassigned,Unassigned,25-03-2025,Success,2025,3
Unassigned,Unassigned,25-03-2025,Success,2025,3
Unassigned,Unassigned,25-03-2025,Success,2025,3
Unassigned,Unassigned,03-04-2025,Success,2025,4
Unassigned,Unassigned,03-04-2025,Success,2025,4
Unassigned,Unassigned,03-04-2025,Success,2025,4
Unassigned,Unassigned,03-04-2025,Success,2025,4
Unassigned,Unassigned,03-04-2025,Success,2025,4
Unassigned,Unassigned,03-04-2025,Success,2025,4
Unassigned,Unassigned,03-04-2025,Success,2025,4
Unassigned,Unassigned,07-04-2025,Success,2025,4
Unassigned,Unassigned,07-04-2025,Success,2025,4
Unassigned,Unassigned,07-04-2025,Success,2025,4
Unassigned,Unassigned,07-04-2025,Success,2025,4
Unassigned,Unassigned,07-04-2025,Success,2025,4
Unassigned,Unassigned,07-04-2025,Success,2025,4
Unassigned,Unassigned,07-04-2025,Success,2025,4
Unassigned,Unassigned,09-04-2025,Success,2025,4
Unassigned,Unassigned,09-04-2025,Success,2025,4
Unassigned,Unassigned,09-04-2025,Success,2025,4
Unassigned,Unassigned,09-04-2025,Success,2025,4
Unassigned,Unassigned,09-04-2025,Success,2025,4
Unassigned,Unassigned,09-04-2025,Success,2025,4
Unassigned,Unassigned,09-04-2025,Success,2025,4
Unassigned,Unassigned,23-04-2025,Success,2025,4
Unassigned,Unassigned,23-04-2025,Success,2025,4
Unassigned,Unassigned,23-04-2025,Success,2025,4
Unassigned,Unassigned,23-04-2025,Success,2025,4
Unassigned,Unassigned,23-04-2025,Success,2025,4
Unassigned,Unassigned,23-04-2025,Success,2025,4
Unassigned,Unassigned,23-04-2025,Success,2025,4
Unassigned,Unassigned,23-04-2025,Success,2025,4
Unassigned,Unassigned,05-05-2025,Success,2025,5
Unassigned,Unassigned,05-05-2025,Success,2025,5
Unassigned,Unassigned,05-05-2025,Success,2025,5
Unassigned,Unassigned,05-05-2025,Success,2025,5
Unassigned,Unassigned,05-05-2025,Success,2025,5
Unassigned,Unassigned,05-05-2025,Success,2025,5
Unassigned,Unassigned,05-05-2025,Success,2025,5
Unassigned,Unassigned,05-05-2025,Success,2025,5
Unassigned,Unassigned,30-06-2025,Success,2025,6
Unassigned,Unassigned,30-06-2025,Success,2025,6
Unassigned,Unassigned,30-06-2025,Success,2025,6
Unassigned,Unassigned,30-06-2025,Success,2025,6
Unassigned,Unassigned,30-06-2025,Success,2025,6
Unassigned,Unassigned,30-06-2025,Success,2025,6
Unassigned,Unassigned,30-06-2025,Success,2025,6
Unassigned,Unassigned,30-06-2025,Success,2025,6
Unassigned,Unassigned,30-06-2025,Success,2025,6
Unassigned,Unassigned,08-07-2025,Success,2025,7
Unassigned,Unassigned,08-07-2025,Success,2025,7
Unassigned,Unassigned,08-07-2025,Success,2025,7
Unassigned,Unassigned,14-07-2025,Success,2025,7
Unassigned,Unassigned,14-07-2025,Success,2025,7
Unassigned,Unassigned,14-07-2025,Success,2025,7
Unassigned,Unassigned,14-07-2025,Success,2025,7
Unassigned,Unassigned,14-07-2025,Success,2025,7
Unassigned,Unassigned,14-07-2025,Success,2025,7
Unassigned,Unassigned,14-07-2025,Success,2025,7
Unassigned,Unassigned,14-07-2025,Success,2025,7
Unassigned,Unassigned,14-07-2025,Success,2025,7
Unassigned,Unassigned,14-07-2025,Success,2025,7
Unassigned,Unassigned,14-07-2025,Success,2025,7
Unassigned,Unassigned,14-07-2025,Success,2025,7
Unassigned,Unassigned,14-07-2025,Success,2025,7
Unassigned,Unassigned,15-07-2025,Success,2025,7
Unassigned,Unassigned,15-07-2025,Success,2025,7
Unassigned,Unassigned,15-07-2025,Success,2025,7
Unassigned,Unassigned,15-07-2025,Success,2025,7
Unassigned,Unassigned,17-07-2025,Success,2025,7
Unassigned,Unassigned,17-07-2025,Success,2025,7
Unassigned,Unassigned,17-07-2025,Success,2025,7
Unassigned,Unassigned,17-07-2025,Success,2025,7
Unassigned,Unassigned,17-07-2025,Success,2025,7
Unassigned,Unassigned,17-07-2025,Success,2025,7
Unassigned,Unassigned,17-07-2025,Success,2025,7
Unassigned,Unassigned,17-07-2025,Success,2025,7
Unassigned,Unassigned,29-07-2025,Success,2025,7
Unassigned,Unassigned,29-07-2025,Success,2025,7
Unassigned,Unassigned,29-07-2025,Success,2025,7
Unassigned,Unassigned,29-07-2025,Success,2025,7
Unassigned,Unassigned,29-07-2025,Success,2025,7
Unassigned,Unassigned,29-07-2025,Success,2025,7
Unassigned,Unassigned,29-07-2025,Success,2025,7
Unassigned,Unassigned,29-07-2025,Success,2025,7
Unassigned,Unassigned,04-08-2025,Success,2025,8
Unassigned,Unassigned,04-08-2025,Success,2025,8
Unassigned,Unassigned,04-08-2025,Success,2025,8
Unassigned,Unassigned,04-08-2025,Success,2025,8
Unassigned,Unassigned,04-08-2025,Success,2025,8
Unassigned,Unassigned,04-08-2025,Success,2025,8
Unassigned,Unassigned,04-08-2025,Success,2025,8
Unassigned,Unassigned,04-08-2025,Success,2025,8
Unassigned,Unassigned,17-09-2025,Success,2025,9
Unassigned,Unassigned,17-09-2025,Success,2025,9
Unassigned,Unassigned,17-09-2025,Success,2025,9
Unassigned,Unassigned,17-09-2025,Success,2025,9
Unassigned,Unassigned,17-09-2025,Success,2025,9
Unassigned,Unassigned,17-09-2025,Success,2025,9
Unassigned,Unassigned,17-09-2025,Success,2025,9
Unassigned,Unassigned,17-09-2025,Success,2025,9
Unassigned,Unassigned,18-09-2025,Success,2025,9
Unassigned,Unassigned,18-09-2025,Failure,2025,9
Unassigned,Unassigned,18-09-2025,Success,2025,9
Unassigned,Unassigned,18-09-2025,Success,2025,9
Unassigned,Unassigned,18-09-2025,Success,2025,9
Unassigned,Unassigned,18-09-2025,Success,2025,9
Unassigned,Unassigned,18-09-2025,Success,2025,9
Unassigned,Unassigned,18-09-2025,Success,2025,9
Unassigned,Unassigned,18-09-2025,Success,2025,9
Unassigned,Unassigned,18-09-2025,Success,2025,9
Unassigned,Unassigned,07-10-2025,Success,2025,10
Unassigned,Unassigned,14-10-2025,Success,2025,10
Unassigned,Unassigned,14-10-2025,Success,2025,10
Unassigned,Unassigned,14-10-2025,Success,2025,10
Unassigned,Unassigned,14-10-2025,Success,2025,10
Unassigned,Unassigned,14-10-2025,Success,2025,10
Unassigned,Unassigned,14-10-2025,Success,2025,10
Unassigned,Unassigned,14-10-2025,Success,2025,10
Unassigned,Unassigned,14-10-2025,Success,2025,10
Unassigned,Unassigned,14-10-2025,Success,2025,10
Unassigned,Unassigned,14-11-2025,Success,2025,11
Unassigned,Unassigned,14-11-2025,Success,2025,11
Unassigned,Unassigned,14-11-2025,Success,2025,11
Unassigned,Unassigned,14-11-2025,Success,2025,11
Unassigned,Unassigned,14-11-2025,Success,2025,11
Unassigned,Unassigned,20-01-2026,Success,2026,1
Unassigned,Unassigned,20-01-2026,Success,2026,1
Unassigned,Unassigned,20-01-2026,Success,2026,1
Unassigned,Unassigned,20-01-2026,Success,2026,1
Unassigned,Unassigned,20-01-2026,Success,2026,1
Unassigned,Unassigned,20-01-2026,Success,2026,1
Unassigned,Unassigned,20-01-2026,Success,2026,1
Unassigned,Unassigned,20-01-2026,Success,2026,1
Unassigned,Unassigned,20-01-2026,Success,2026,1
Unassigned,Unassigned,20-01-2026,Success,2026,1
Unassigned,Unassigned,20-01-2026,Success,2026,1
Unassigned,Unassigned,21-01-2026,Success,2026,1
Unassigned,Unassigned,21-01-2026,Success,2026,1
Unassigned,Unassigned,21-01-2026,Success,2026,1
Unassigned,Unassigned,21-01-2026,Success,2026,1
Unassigned,Unassigned,21-01-2026,Success,2026,1
Unassigned,Unassigned,21-01-2026,Success,2026,1
Unassigned,Unassigned,21-01-2026,Success,2026,1
Unassigned,Unassigned,21-01-2026,Success,2026,1
Unassigned,Unassigned,21-01-2026,Success,2026,1
Unassigned,Unassigned,21-01-2026,Success,2026,1
Unassigned,Unassigned,21-01-2026,Success,2026,1
Unassigned,Unassigned,30-01-2026,Success,2026,1
Unassigned,Unassigned,30-01-2026,Success,2026,1
Unassigned,Unassigned,30-01-2026,Success,2026,1
Unassigned,Unassigned,30-01-2026,Success,2026,1
Unassigned,Unassigned,30-01-2026,Success,2026,1
Unassigned,Unassigned,30-01-2026,Success,2026,1
Unassigned,Unassigned,30-01-2026,Success,2026,1
Unassigned,Unassigned,30-01-2026,Success,2026,1
Unassigned,Unassigned,30-01-2026,Success,2026,1
Unassigned,Unassigned,30-01-2026,Success,2026,1
Unassigned,Unassigned,30-01-2026,Success,2026,1
Unassigned,Unassigned,30-01-2026,Success,2026,1
